site,data_coleta,titulo,endereco,valores,atributos,descricao
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Alto Da Glória em Curitiba, 40 m²
              ","
                Avenida João Gualberto, 983, Alto Da Glória - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 580,00 Seguro Incêndio R$ 26,26Total R$ 1.606,26","40 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Alto Da Glória
                      Imóvel com gestão exclusiva ApolarExcelente apartamento, localizado na área central da região de Curitiba, contendo;- Sala.- Cozinha com pia e armário.- Bwc Social com box de acrílico.- Dormitório I. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bairro Alto em Curitiba, 46 m²
              ","
                Rua Alberico Flores Bueno, 730, Bairro Alto - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 350,00 Seguro Incêndio R$ 26,26Total R$ 1.376,26","46 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Bairro Alto
                      Imóvel com gestão exclusiva ApolarExcelente apartamento, localizado no Bairro Alto na região de Curitiba, contendo;- Sala arejada, com piso cerâmico;- Cozinha ampla;- Área de serviço com tanque;- Bwc social com espelho;- 02 Dormitórios com piso cerâmico;- 1 vaga de garagem descoberta. Vantagens:- Região privilegiada do Bairro Alto com várias opções de comércio.Proximidades:- Banco Itaú, Caixa Econômica, O Boticário.Informações Adicionais: Andar: 1 andarÁrea total: 46,06 m²Área privativa: 40,71 m²Elevador: não.Condomínio: Conjunto Residencial Bairro Alto I.Garagem: Sim.**Condomínio será incluso no valor do aluguel após locação.** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tingui em Curitiba, 67 m²
              ","
                Rua Felisbino Passos, 212, Tingui - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 443,69 Seguro Incêndio R$ 29,77Total R$ 1.473,46","67 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Tingui
                      Imóvel com gestão exclusiva ApolarAPARTAMENTO LOCALIZADO NO BAIRRO TINGUI EM CURITIBA, CONTENDO:- SALA - 3 DORMITÓRIOS COM PISO EM CERÂMICA- BWC COM BOX EM ACRÍLICO- COZINHA COM BALCÃO E PIA- ÁREA DE SERVIÇO COM ARMÁRIO- 1 VAGA DE GARAGEM ROTATIVA*CONDOMÍNIO OFERECE:- INTERFONE- PORTARIA 24 HORAS- SALÃO DE FESTAS- PLAYGROUND CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 0 m²
              ","
                Rua Vieira Fazenda, 1500, Portão - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 300,00 Seguro Incêndio R$ 26,26Total R$ 1.326,26","0 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no térreo bem localizado com vários comércios, supermercados, várias linhas de ônibus, contendo:Sala de estar para dois ambientes, balcão, parede com textura.Cozinha com armários.Lavanderia.Bwc social.02 quartos.01 vaga de garagem.Vantagens:Apartamento em excelente localização, próximo a mercado, farmácias, ônibus, lotérica. Ótima mobilidade urbana.Proximidades: Max Flex Colchões, Primeira Igreja Batista de Curitiba.Informações Adicionais:Andar: térreoAquecimento: elétricoÁrea total: 49m²Área privativa: 44m²Elevador: nãoEdifício: Parque das AmoreirasGaragem: sim**VALOR DE IPTU NÃO LANÇADO, COMPETENCIA 2024 NÃO SAIU AINDA** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Ganchinho em Curitiba, 42 m²
              ","
                Rua Alexandro Glenski, 1055, Ganchinho - Curitiba
                ","Aluguel R$ 1.000,00 Seguro Incêndio R$ 26,26Total R$ 1.026,26","42 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Ganchinho
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Ganchinho com:Sala de estar Cozinha Área de serviçoBanheiro social 2 dormitórios 1 vaga de garagemVantagens:Valor acessívelImóvel arejadoFácil acesso ao Contorno LesteProximidades:Contorno LesteInformações Adicionais:Andar: 4Aptos por andar: 4Aquecimento: elétricoÁrea total:   42 m²Área privativa:  42 m²Elevador: NãoEdifício: Parque Iguaçu IIEntre Ruas: Maestro João Kozak e Aparecido CaetanoGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cajuru em Curitiba, 30 m²
              ","
                Rua Fortaleza, 365, Cajuru - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 350,00 Seguro Incêndio R$ 26,26Total R$ 1.376,26","30 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Cajuru
                      Imóvel com gestão exclusiva ApolarÓtimo apartamento contendo;- 1 Quarto- 1 Sala- 1 Cozinha com armário e pia - 1 Banheiro com box- Lavanderia- Churrasqueira Coberta e fechada com moveis - Local para estender roupas no condomínio  CRECI: J-03627"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Santa Cândida em Curitiba, 55 m²
              ","
                Rua João Kania, 160, Santa Cândida - Curitiba
                ","Aluguel R$ 1.000,00 Seguro Incêndio R$ 26,26Total R$ 1.026,26","55 m², 1 vaga, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Santa Cândida
                      Imóvel com gestão exclusiva ApolarExcelente apartamento com piso cerâmico, localizado no bairro Santa Cândida na região de Curitiba, contendo;- 01 dormitório,- Sala ensolarada,- Cozinha com pia fixa e passa pratos. - Banheiro social com box de vidro, espelho, louças em cerâmica e pastilha.- Área de serviço com tanque- Vaga de garagem descoberta.- Permitido ter animais de pequeno porte.Vantagens:Localização Central com transporte público da frente da residência.Proximidades:Ponto de ônibus- Farmácia- Panificadora- Mercado- Bancos.Informações Adicionais:Andar: 1Aptos por andar: 1Aquecimento: elétricoÁrea total: 55 m2Área privativa: 55 m2Elevador: nãoGaragem: simCondomínio fechado de 06 apartamentos e NÃO TEM TAXA DE CONDOMÍNIO.Wi-Fi Liberado  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Pinheirinho em Curitiba, 59 m²
              ","
                Rua Izaac Ferreira Da Cruz, 1585, Pinheirinho - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 538,00 Seguro Incêndio R$ 27,43Total R$ 1.565,43","59 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Pinheirinho
                      Imóvel com gestão exclusiva Apolar- EXCELENTE APARTAMENTO EM CONDOMÍNIO FECHADO LOCALIZADO NO BAIRRO PINHEIRINHO EM CURITIBA, CONTENDO:- SALA PARA 02 AMBIENTES;- COZINHA AREJADA;- ÁREA DE SERVIÇO ENSOLARADA;- BWC SOCIAL;- 03 DORMITÓRIOS AMPLOS;- SACADA COM CHURRASQUEIRA;- CONDOMÍNIO POSSUI PLAYGROUND, CANCHA DE AREIA, ACADEMIA AO AR LIVRE, SALÃO DE FESTAS, LOJA DE CONVENIÊNCIA, PORTARIA 24 HORAS;- POSSUI 01 VAGA DE GARAGEM NÚMERADA; CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 33 m²
              ","
                Rua Tibagi, 779, Centro - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 350,00 Seguro Incêndio R$ 26,26Total R$ 1.376,26","33 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Excelente Apartamento em edifício 100% revitalizado, no coração de Curitiba,  com armários na cozinha , geladeira, microondas e mesa .Dormitório com cama, armário, escrivaninha e nichos.Banheiro Social com armário e Box de Vidro.Itens decorativos não inclusos na locação ( cadeira, tapete, luminárias, quadros, cortina, almofada e , vasos decorativos).Vantagens: Ensolarado, recém reformado, localização privilegiada. Próximo a UTFPR ( Cefet) e UFPR ( Santos Andrade)Proximidades: Há 100 m da Avenida Visconde de Guarapuava, ao lado da loja Andra, próximo ao Balaroti, Rodoferroviária e Mercado Municipal.Informações adicionais:Área privativa:23.8m² Área total: 33m² Elevador: Sim- 2Edifício: Dom ManoelGaragem: NãoVista livre: SimPet: Sim**Não tem gás encanado****Valor de água e luz será rateado e adicionado ao valor do condomínio após locado. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cidade Industrial em Curitiba, 51 m²
              ","
                Rua Nicolau Vorobi, 235, Cidade Industrial - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 275,66 Seguro Incêndio R$ 26,26Total R$ 1.301,92","51 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Cidade Industrial
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento localizado no bairro CIC.Imóvel com dois dormitórios.Sala ampla para dois ambientes, bem arejado.Cozinha com balcão, integrada com área de serviço.1 banheiro social.1 vaga. Proximidades:Unidade de Saúde Tancredo Neves, Escola Ensino Fundamental Ditmar Brepohl.Informações Adicionais:Andar: 1Aquecimento: elétricoÁrea total: 51,06m²Área privativa: 47,86m²Elevador: nãoEdifício: Itatiaia VGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 49 m²
              ","
                Rua Emiliano Perneta, 288, Centro - Curitiba
                ","Aluguel R$ 1.000,00 Condomínio R$ 480,00 Seguro Incêndio R$ 26,26Total R$ 1.506,26","49 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento mobiliado com área privativa de 48,92 m2, com 1 dormitório e armário planejado com escrivaninha e cadeira. Banheiro Social com box de vidro com pia com tampo de granito e gabinete. Sala de estar para 2 ambientes com mesa com 4 cadeiras, estante e sacada. Cozinha com armários planejados e em anexo a área de serviço com tanque e aquecedor instalado. Vantagens:Apartamento bem ventilado e mobiliado. Bem localizado no Centro.  Área comum:Portaria 24 horas, Hall social, salão de festas e academia, churrasqueira, sala de jogos, sala de vídeo e playground. Além de infraestrutura do conjunto comercial em anexo a entrada do Edifício, com restaurantes e comercio em geral.Proximidades:Praça Rui BarbosaPraça General OsórioShopping Metropolitan.informações Adicionais:Andar: 6º andar Área privativa: 48,92 m2 Área total: 66,80 m2 Elevador:  SimEdifício: Green TowerEntre Ruas: Senador Alencar Guimarães e  Travessa Jesuíno Marcondes. Garagem: Não CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bairro Alto em Curitiba, 40 m²
              ","
                Rua Rio Jaguaribe, 509, Bairro Alto - Curitiba
                ","Aluguel R$ 980,00 Condomínio R$ 470,00 Seguro Incêndio R$ 26,26Total R$ 1.476,26","40 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Bairro Alto
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento com excelente localização no Bairro Alto, contendo:- sala para dois ambientes- cozinha - banheiro com armário e box- dois dormitórios - lavanderia com tanque, teto retrátil e calha com direcionamento no tanque para reaproveitamento da chuva- vaga descoberta e rotativaVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumportariaProximidadesSupermercado Boni, Centro Comercial Bairro AltoInformações adicionais:Área privativa: 40,71m² Área total: 40,71m² Elevador: nãoEdifício: Bairro Alto IAndar:  térreoGaragem: sim, descoberta   CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 32 m²
              ","
                Rua Tibagi, 779, Centro - Curitiba
                ","Aluguel R$ 970,00 Condomínio R$ 375,00 Seguro Incêndio R$ 26,26Total R$ 1.371,26","32 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente Apartamento em edifício 100% revitalizado, no coração de Curitiba;Cozinha com armários;piso parquet em todo apartamento;Bwc social com box de vidro;Dormitório;Vantagens: Ensolarado, recém reformado, localização privilegiada. Próximo a UTFPR ( Cefet) e UFPR ( Santos Andrade)Proximidades: Há 100 m da Avenida Visconde de Guarapuava, ao lado da loja Andra, próximo ao Balaroti, Rodoferroviária e Mercado Municipal.Informações adicionais:Área privativa:22 m² Área total: 32m² Elevador: Sim- 2Edifício: Dom ManoelGaragem: Não.**Não tem gás encanado****Valor de água e luz será rateado e adicionado ao valor do condomínio após locado. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 33 m²
              ","
                Rua Tibagi, 779, Centro - Curitiba
                ","Aluguel R$ 970,00 Condomínio R$ 350,00 Seguro Incêndio R$ 26,26Total R$ 1.346,26","33 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Excelente Apartamento Semi Mobiliado em edifício 100% revitalizado, no coração de Curitiba, com armários na cozinha, e mesa.Dormitório com armário, escrivaninha e nichos.Banheiro Social com armário e Box de Vidro.Vantagens: Ensolarado, recém reformado, localização privilegiada. Próximo a UTFPR (Cefet) e UFPR (Santos Andrade)Proximidades: Há 100 m da Avenida Visconde de Guarapuava, ao lado da loja Andra, próximo ao Balaroti, Rodoferroviária e Mercado Municipal.Informações adicionais:Área privativa:23.8m² Área total: 33m² Elevador: Sim- 2Edifício: Dom ManoelGaragem: Não.Vista livre: SimPet: Sim** Não possui gás encanado****Valor de água e luz será rateado e adicionado ao valor do condomínio após locado. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tingui em Curitiba, 38 m²
              ","
                Rua Amadeu Alice, 261, Tingui - Curitiba
                ","Aluguel R$ 970,00 Condomínio R$ 300,00 Seguro Incêndio R$ 26,26Total R$ 1.296,26","38 m², 1 banheiro, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Tingui
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Lindo apartamento novo  de 1 quarto, muito bem localizado no  bairro  Tingui em Curitiba, com aproximadamente 38 m² 1º andar - face norte, Próximo ao Hipermercados Condor, contendo:* Sala para dois ambientes com piso laminado, * 1 dormitório, * Banheiro social com box em vidro chuveiro elétrico e espelho. * Cozinha conjugada com área de serviço, com armários sob medida, bancada em granito, fogão de indução, * Área de serviço com tanque. Vantagens:Local calmo e seguro.Região com toda infraestrutura de transporte, bancos, serviços e área comercial.Área comum:Portaria eletrônicaProximidadesTerminal Santa CândidaHipermercados Condor  Informações Adicionais:Andar: 1°Apto por andar: 4Aquecimento: Elétrico Área total: 38m²Área privativa: 38m²Elevador: NãoEdifício: One Tingui Garagem: Não CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Tingui em Curitiba, 38 m²
              ","
                Rua Nicolau Salomão, 862, Tingui - Curitiba
                ","Aluguel R$ 950,00 Condomínio R$ 200,00 Seguro Incêndio R$ 26,26Total R$ 1.176,26","38 m², 1 banheiro, 1 vaga, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Tingui
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento localizado no bairro Tingui, contendo:- sala para dois ambientes- cozinha com pia - um dormitório - banheiro - área de serviço conjugada com a cozinha com tanqueVantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialProximidadesSupermercado Ítalo, Upa 24 horas Boa Vista, Unidade de Saúde TinguíInformações adicionais:Área privativa: 38m² Área total: 38m² Elevador: nãoandar: térreoGaragem: sim, rotativa e descoberta**As mobílias ficam, somente os materiais de construção que sairão** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Santa Cândida em Curitiba, 49 m²
              ","
                Rua Thereza Lopes Skroski, 141, Santa Cândida - Curitiba
                ","Aluguel R$ 950,00 Condomínio R$ 240,78 Seguro Incêndio R$ 26,26Total R$ 1.217,04","49 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Santa Cândida
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Apartamento muito bem localizado no bairro Santa Cândida em Curitiba, com aproximadamente 49,38 m² de área total, contendo:Sala para dois ambientes com piso cerâmico, Cozinha com bom espaço de circulação toda revestida em azulejo, com armários sob medida, balcão com tampa em granito,  conjugada com a área de serviço, 2 dormitórios com piso cerâmico, sendo um com armário, banheiro social. Vantagens:Imóvel pronto para morarExcelente região da cidadeEnsolaradoÁrea Comum:Portaria 24hCancha poliesportiva Playground Salão de festas Proximidades:Sacolão e Mercearia Aliança Mercearia Aroeira Informações Adicionais:Aptos por andar: 4Aquecimento: ElétricoÁrea total: 49,38 m²Área privativa: 44,15  m²Elevador: NãoSuíte: NãoEdifício: Residencial Imbuia llGaragem: 1 vaga rotativa **Valor de iptu 2024 ainda não disponível, será lançado assim que for disponibilizado** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bacacheri em Curitiba, 72 m²
              ","
                Rua João Batista Trentin, 801, Bacacheri - Curitiba
                ","Aluguel R$ 950,00 Condomínio R$ 380,00 Seguro Incêndio R$ 30,94Total R$ 1.360,94","72 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Bacacheri
                      Imóvel com gestão exclusiva ApolarExcelente aparatamento com 72m² em ótima localização  com vários comércios na região, contendo: -Banheiro Social-2 Dormitórios-Cozinha-Área de Serviço-1 vaga de garagem descoberta fixaPRÓXIMO COLÉGIO ESTADUAL ENY CALDEIRA CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Sítio Cercado em Curitiba, 49 m²
              ","
                Rua Olívio Domingos Leonardi, 330, Sítio Cercado - Curitiba
                ","Aluguel R$ 920,00 Condomínio R$ 380,00 Seguro Incêndio R$ 26,26Total R$ 1.326,26","49 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Sítio Cercado
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apolar aluga ótimo apartamento térreo no Sitio Cercado Apartamento ensolarado, contendo:2 Dormitórios sendo 1 com armário;Sala ampla para dois ambientes com painel;Cozinha com pia em granito;Área de serviço;Banheiro social com box blindex e pia de granito;Condomínio conta com: * Salão de festas * Bicicletário * Quadra poliesportivaVantagens: excelente localizaçãoInformações Adicionais:Andar:  térreoAquecimento: elétricoÁrea total:  49,77 m²Área privativa: 42,69m²Elevador: nãoGaragem: 1 vaga rotativa CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 33 m²
              ","
                Rua Tibagi, 779, Centro - Curitiba
                ","Aluguel R$ 910,00 Condomínio R$ 395,00 Seguro Incêndio R$ 26,26Total R$ 1.331,26","33 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Excelente Apartamento Semi Mobiliado em edifício 100% revitalizado, no coração de Curitiba, com armários na cozinha, e mesa.Dormitório com armário, escrivaninha e nichos.Banheiro Social com armário e Box de Vidro.Vantagens: Ensolarado, recém reformado, localização privilegiada. Próximo a UTFPR (Cefet) e UFPR (Santos Andrade)Proximidades: Há 100 m da Avenida Visconde de Guarapuava, ao lado da loja Andra, próximo ao Balaroti, Rodoferroviária e Mercado Municipal.Informações adicionais:Área privativa:23.8m² Área total: 33m² Elevador: Sim- 2Edifício: Dom ManoelGaragem: Não.Vista livre: SimPet: Sim** Não possui gás encanado****Valor de água e luz será rateado e adicionado ao valor do condomínio após locado. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Alto Boqueirão em Curitiba, 37 m²
              ","
                Rua Luiz Carlos Muggiati, 291, Alto Boqueirão - Curitiba
                ","Aluguel R$ 910,00 Condomínio R$ 210,00 Seguro Incêndio R$ 26,26Total R$ 1.146,26","37 m², 1 banheiro, 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Alto Boqueirão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento de ótima qualidade, térreo em Curitiba, no bairro Alto Boqueirão, no condomínio Eucaliptos XII, com:Sala com dois ambientes com o piso em cerâmica;Cozinha com o piso em cerâmica;Banheiro com o piso e louça em cerâmica;Dois dormitórios, piso em cerâmica;Esquadrias em alumínio Área de serviço, conjugado com a cozinha, com piso em cerâmica;1 vaga de garagem numeradoVantagens:Ótima localização, Próximo a Igreja São José Operário, Supermercado Souza, principal eixo do bairro e na região com academia, farmácia, posto de saúde, escolas, bancos. Mobilidade urbana diferenciada, pois há uma linha de ônibus interligando ao terminal do Boqueirão, rodoviária, aeroporto e o centro comercial de Curitiba. Proximidades:Próximo a Igreja São José Operário, Supermercado SouzaInformações Adicionais:Andar: 1Aptos por andar: 4Aquecimento: ElétricoÁrea total: 37 m²Área privativa:  32m²Elevador:  Não Condomínio Entre Ruas: Rua Wilson Dacheux Pereira, Rua Francisco Derosso, Rua Ézio Zanello, Rua Pastor Antônio PólitoGaragem: Sim -1 vaga CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Sítio Cercado em Curitiba, 52 m²
              ","
                Rua Agenor Antônio Rodrigues, 1593, Sítio Cercado - Curitiba
                ","Aluguel R$ 910,00 Condomínio R$ 290,00 Seguro Incêndio R$ 26,26Total R$ 1.226,26","52 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Sítio Cercado
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Ótimo apartamento no Sítio Cercado.Apartamento com dois dormitórios.Sala ampla para dois ambientes.Cozinha conjugada com área de serviço.1 vaga rotativaProximidades:Supermercado Goes, Escola Fundamental Miracy R. de Araújo, comércio e serviços em geral.Informações Adicionais:Aquecimento: elétricoÁrea total: 52,27 m²Área privativa: 43,49 m²Entre ruas: José bassa e Des. Carlos Pinheiro GuimaraesGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Sítio Cercado em Curitiba, 54 m²
              ","
                Rua Sertaneja, 72, Sítio Cercado - Curitiba
                ","Aluguel R$ 910,00 Condomínio R$ 540,00 Seguro Incêndio R$ 26,26Total R$ 1.476,26","54 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Sítio Cercado
                      Imóvel com gestão exclusiva ApolarExcelente apartamento com piso parquet, localizado no bairro Sitio Cercado na região de Curitiba, contendo:- Sala de estar ampla;- Cozinha com piso cerâmico e armário; - Área de serviço com tanque em cerâmica e varal; - Banheiro social com armário; - 2 Dormitórios sendo 1 com guarda roupa planejado;- 1 vaga de garagemVantagens:- Localização excelente do bairro Sítio Cercado, com várias opções de comércio e transporte público.Proximidades:- Rua Izaac Ferreira da CruzInformações Adicionais:Andar: 1Aptos por andar: 4Aquecimento: elétricoÁrea total:  54  m²Área privativa:  54 m²Entre Ruas: Izaac Ferreira da Cruz e MaringáGaragem: Sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Boa Vista em Curitiba, 42 m²
              ","
                Rua Delegado Miguel Zacarias, 65, Boa Vista - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 296,16 Seguro Incêndio R$ 26,26Total R$ 1.222,42","42 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Boa Vista
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Localizado na Rua Delegado Miguel Zacarias, 65, este apartamento oferece um ambiente funcional. Com uma sala para dois ambientes e cozinha com armários e uma pia com tampo de inox, proporciona um espaço prático e eficiente para preparar suas refeições. Além disso, um lavabo bem posicionado oferece conveniência adicional.O apartamento possui dois dormitórios. O primeiro é uma suíte com armário e cama box. O segundo dormitório, de tamanho menor, pode ser facilmente convertido em um escritório, tornando-o ideal para quem precisa de um espaço tranquilo para trabalhar em casa.O banheiro da suíte é equipado com box de vidro e a área de serviço é conjugada com a cozinha, otimizando o espaço disponível.Este apartamento é uma excelente opção para quem busca conforto e praticidade. Entre em contato conosco para mais informações. Aguardamos sua visita!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumquadraProximidadesSupermercado Triunfante, Unidade de Saúde Abaeté Informações adicionais:Área privativa: 42,90m² Área total: 42,90m² Elevador: nãoEdifício: Abaeté llandar: 1ºGaragem: 1 vaga rotativa  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 40 m²
              ","
                Rua Xv De Novembro, 1222, Centro - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 500,00 Seguro Incêndio R$ 26,26Total R$ 1.426,26","40 m², 1 banheiro, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento, de um dormitório no Edifício Santa Catarina, no Centro de Curitiba, próximo a Reitoria UFPR e ao Supermercado Nacional e Farmácias Nissei, contendo:Cozinha com o piso em cerâmica, azulejada, armário com pia;Banheiro totalmente reformado, com box de vidro, piso e louça em cerâmica;Dormitório com o piso em cerâmica;Sala para dois ambientes, piso em cerâmica;Janelas com as esquadrias de Alumínio.Vantagens:Ótima localização, no centro de Curitiba,  próximo à Reitoria UFPR, Supermercado Nacional, Farmácias Nissei, Teatro Guaíra e com fácil acesso aos terminais da cidade. Ao lado tem mercados, farmácias, bancos, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando na porta do condomínio. Face oeste, bem ventilado.Área Comum:PortariaProximidades:próximo à Reitoria UFPR, Supermercado Nacional, Farmácias Nissei, Teatro Guaíra Informações Adicionais:Andar: 2ºAptos por andar: 4Aquecimento: elétricoÁrea total: 40 m²Área privativa:  35 m²Elevador:  sim Edifício: Edifício Santa CatarinaEntre Ruas: Rua Mariano Torres, Rua Marechal Deodoro, Rua Dr Faivre, Rua Amintas de Barros**Valor de iptu 2024 ainda não disponível, será lançado assim que for disponibilizado.** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 35 m²
              ","
                Rua Marechal Deodoro, 252, Centro - Curitiba
                ","Aluguel R$ 900,00 Condomínio R$ 333,00 Seguro Incêndio R$ 26,26Total R$ 1.259,26","35 m², 1 banheiro, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Studio muito bem localizado no Centro de Curitiba, com aproximadamente 35,51 m² no Edifício Nosso Banco, próximo ao Shopping Center Itália com:  Vão livre, piso cerâmico e banheiro social Vantagens:Excelente região da cidadeEnsolaradoÁrea Comum:ElevadorPortaria 24h Proximidades:Shopping Center ItáliaPraça Carlos Gomes  Panvel Farmacias Informações Adicionais:Aptos por andar: 2ºAquecimento: elétricoÁrea total: 35,51  m²Área privativa: 35,51 m²Elevador: SimEdifício: Nosso BancoGaragem: Não **VALOR DE IPTU NÃO LANÇADO, COMPETENCIA 2023 NÃO SAIU AINDA** CRECI: J-04232"
